punto,metodo,rol_metodo,modo_evaluacion,led_evaluado,tipo_led,f_ref_kHz,f_evaluada_kHz,delta_kHz,semiancho_busqueda_kHz,score_dB,ON_prom_dB,OFF_prom_dB,rep_0dB,rep_3dB,rep_total,criterio_dB,supera_3dB,interpretacion,score_rep1_dB,score_rep2_dB,score_rep3_dB
P2,Periodograma,Principal,Busqueda local estricta,LED 1,Influencia secundaria esperada,45.642,45.345,-0.297000000000004,0.5,9.80062698401057,-134.209581527411,-144.010208511422,3,3,3,3,Si,Confirmado,13.9968767712796,11.7517175503702,8.62103621395738
P2,Periodograma,Principal,Busqueda local estricta,LED 2,Principal en P2,40.623,40.725,0.102000000000004,0.5,12.3486828660721,-130.74017695367,-143.088859819742,3,3,3,3,Si,Confirmado,13.7024288369975,13.5850972832674,16.5933259478072
P2,Periodograma,Principal,Busqueda local estricta,LED 3,Influencia secundaria esperada,57.658,57.465,-0.192999999999998,0.5,11.3694360873065,-134.789697738657,-146.159133825963,3,3,3,3,Si,Confirmado,12.9471816519585,13.7081802825448,12.221539168917
