punto,metodo,rol_metodo,modo_evaluacion,led_evaluado,tipo_led,f_ref_kHz,f_evaluada_kHz,delta_kHz,semiancho_busqueda_kHz,score_dB,ON_prom_dB,OFF_prom_dB,rep_0dB,rep_3dB,rep_total,criterio_dB,supera_3dB,interpretacion,score_rep1_dB,score_rep2_dB,score_rep3_dB
P3,Periodograma,Principal,Busqueda local estricta,LED 2,Influencia secundaria esperada,40.623,40.725,0.102000000000004,0.5,12.6542930650746,-130.434566754667,-143.088859819742,3,3,3,3,Si,Confirmado,15.4783595031677,13.2046821432248,9.27983754883121
P3,Periodograma,Principal,Busqueda local estricta,LED 3,Principal en P3,57.658,57.84,0.182000000000002,0.5,11.7466582717182,-130.741353858319,-142.488012130037,3,3,3,3,Si,Confirmado,14.9309978891659,12.4534308284252,13.6807343547808
P3,Welch,Complementario,Busqueda local,LED 2,Influencia secundaria esperada,40.623,40.2450561523438,-0.377943847656248,0.7,1.90219715329965,-132.190117344695,-134.092314497995,3,1,3,3,No,Indicio debil,2.13008403964372,2.23129441500549,3.17780110913509
P3,Welch,Complementario,Busqueda local,LED 3,Principal en P3,57.658,57.3635101318359,-0.294489868164064,0.7,1.32884698036406,-134.373236412655,-135.702083393019,3,0,3,3,No,Indicio debil,1.66592877400873,1.87475796851524,2.4363068398217
P3,Multitaper,Complementario,Busqueda local,LED 2,Influencia secundaria esperada,40.623,40.2450561523438,-0.377943847656248,0.7,3.01079780580585,-132.961426510244,-135.97222431605,3,2,3,3,No,Indicio parcial,2.33255632577098,5.96719807768656,6.45804026772535
P3,Multitaper,Complementario,Busqueda local,LED 3,Principal en P3,57.658,57.1727752685547,-0.485224731445314,0.7,4.02785414328172,-132.132848312165,-136.160702455447,3,3,3,3,Si,Confirmado,4.38477384699223,4.97654454729408,4.94916863497392
