repeticion,fc_local_Hz,fc_local_kHz,score_local_dB,score_positivo_0dB,score_positivo_3dB
1,57363.5101318359,57.3635101318359,4.38477384699223,1,1
2,57172.7752685547,57.1727752685547,4.97654454729408,1,1
3,57172.7752685547,57.1727752685547,4.94916863497392,1,1
