punto,metodo,rol_metodo,modo_evaluacion,led_evaluado,tipo_led,f_ref_kHz,f_evaluada_kHz,delta_kHz,semiancho_busqueda_kHz,score_dB,ON_prom_dB,OFF_prom_dB,rep_0dB,rep_3dB,rep_total,criterio_dB,supera_3dB,interpretacion,score_rep1_dB,score_rep2_dB,score_rep3_dB
P2,Periodograma,Principal,Busqueda local estricta,LED 1,Influencia secundaria esperada,45.642,45.345,-0.297000000000004,0.5,9.80062698401057,-134.209581527411,-144.010208511422,3,3,3,3,Si,Confirmado,13.9968767712796,11.7517175503702,8.62103621395738
P2,Periodograma,Principal,Busqueda local estricta,LED 2,Principal en P2,40.623,40.725,0.102000000000004,0.5,12.3486828660721,-130.74017695367,-143.088859819742,3,3,3,3,Si,Confirmado,13.7024288369975,13.5850972832674,16.5933259478072
P2,Periodograma,Principal,Busqueda local estricta,LED 3,Influencia secundaria esperada,57.658,57.465,-0.192999999999998,0.5,11.3694360873065,-134.789697738657,-146.159133825963,3,3,3,3,Si,Confirmado,12.9471816519585,13.7081802825448,12.221539168917
P2,Welch,Complementario,Busqueda local,LED 1,Influencia secundaria esperada,45.642,45.0611114501953,-0.580888549804691,0.7,2.154931550417,-134.140060514536,-136.294992064953,3,0,3,3,No,Indicio debil,1.73370929265414,2.51061683154623,2.89919970412751
P2,Welch,Complementario,Busqueda local,LED 2,Principal en P2,40.623,40.9126281738281,0.289628173828127,0.7,1.83832426015424,-133.782663484899,-135.620987745053,3,0,3,3,No,Indicio debil,2.12847520372921,2.26967725485991,1.38307258552319
P2,Welch,Complementario,Busqueda local,LED 3,Influencia secundaria esperada,57.658,57.0774078369141,-0.580592163085939,0.7,1.53040478773203,-133.691717703353,-135.222122491085,3,0,3,3,No,Indicio debil,1.68103873281544,1.97576602944409,1.41556334533905
P2,Multitaper,Complementario,Busqueda local,LED 1,Influencia secundaria esperada,45.642,45.6333160400391,-0.00868395996094051,0.7,3.45067042125875,-133.768884170592,-137.21955459185,3,3,3,3,Si,Confirmado,5.69855972902783,5.01535409180011,3.6230056869542
P2,Multitaper,Complementario,Busqueda local,LED 2,Principal en P2,40.623,40.0066375732422,-0.61636242675781,0.7,3.40244285694062,-131.795798753967,-135.198241610908,3,3,3,3,Si,Confirmado,3.08074676299191,6.17319052778025,5.53640595969557
P2,Multitaper,Complementario,Busqueda local,LED 3,Influencia secundaria esperada,57.658,57.9833984375,0.325398437499999,0.7,3.02671166883296,-134.001955543922,-137.028667212755,3,2,3,3,No,Indicio parcial,3.02966623107653,3.53912653469061,2.51134224073175
