punto,metodo,rol_metodo,modo_evaluacion,led_evaluado,tipo_led,f_ref_kHz,f_evaluada_kHz,delta_kHz,semiancho_busqueda_kHz,score_dB,ON_prom_dB,OFF_prom_dB,rep_0dB,rep_3dB,rep_total,criterio_dB,supera_3dB,interpretacion,score_rep1_dB,score_rep2_dB,score_rep3_dB
P2,Multitaper,Complementario,Busqueda local,LED 1,Influencia secundaria esperada,45.642,45.6333160400391,-0.00868395996094051,0.7,3.45067042125875,-133.768884170592,-137.21955459185,3,3,3,3,Si,Confirmado,5.69855972902783,5.01535409180011,3.6230056869542
P2,Multitaper,Complementario,Busqueda local,LED 2,Principal en P2,40.623,40.0066375732422,-0.61636242675781,0.7,3.40244285694062,-131.795798753967,-135.198241610908,3,3,3,3,Si,Confirmado,3.08074676299191,6.17319052778025,5.53640595969557
P2,Multitaper,Complementario,Busqueda local,LED 3,Influencia secundaria esperada,57.658,57.9833984375,0.325398437499999,0.7,3.02671166883296,-134.001955543922,-137.028667212755,3,2,3,3,No,Indicio parcial,3.02966623107653,3.53912653469061,2.51134224073175
