punto,metodo,rol_metodo,modo_evaluacion,led_evaluado,tipo_led,f_ref_kHz,f_evaluada_kHz,delta_kHz,semiancho_busqueda_kHz,score_dB,ON_prom_dB,OFF_prom_dB,rep_0dB,rep_3dB,rep_total,criterio_dB,supera_3dB,interpretacion,score_rep1_dB,score_rep2_dB,score_rep3_dB
P3,Welch,Complementario,Busqueda local,LED 2,Influencia secundaria esperada,40.623,40.2450561523438,-0.377943847656248,0.7,1.90219715329965,-132.190117344695,-134.092314497995,3,1,3,3,No,Indicio debil,2.13008403964372,2.23129441500549,3.17780110913509
P3,Welch,Complementario,Busqueda local,LED 3,Principal en P3,57.658,57.3635101318359,-0.294489868164064,0.7,1.32884698036406,-134.373236412655,-135.702083393019,3,0,3,3,No,Indicio debil,1.66592877400873,1.87475796851524,2.4363068398217
