punto,led,metodo,f_ref_periodograma_kHz,semiancho_local_kHz,fc_detectada_kHz,score_dB,ON_prom_dB,OFF_prom_dB,rep_positivas,rep_3dB,rep_totales,criterio_dB,supera_3dB,NW,NFFT,df_Hz
P2,LED terreno 2,Multitaper,40.623,1,40.0066375732422,3.40244285694063,-131.795798753967,-135.198241610908,3,2,3,3,No,2.5,1048576,47.6837158203125
