repeticion,fc_local_Hz,fc_local_kHz,score_local_dB,score_positivo_0dB,score_positivo_3dB
1,39958.9538574219,39.9589538574219,2.77642361050911,1,0
2,40006.6375732422,40.0066375732422,5.77563290445215,1,1
3,40054.3212890625,40.0543212890625,5.43304805788466,1,1
