Archivo,Condicion,Repeticion,Muestras,Fs_mean_Hz,Fs_median_Hz,Diferencia_mean_median_pct,Duracion_s
ON_LED2_rep1.csv,ON,1,2800001,14000000,10000000.0004063,39.9999999943114,0.2
OFF_LED2_rep1.csv,OFF,1,2800001,14000000,10000000.0004063,39.9999999943114,0.2
ON_LED2_rep2.csv,ON,2,2800001,14000000,10000000.0004063,39.9999999943114,0.2
OFF_LED2_rep2.csv,OFF,2,2800001,14000000,10000000.0004063,39.9999999943114,0.2
ON_LED2_rep3.csv,ON,3,2800001,14000000,10000000.0004063,39.9999999943114,0.2
OFF_LED2_rep3.csv,OFF,3,2800001,14000000,10000000.0004063,39.9999999943114,0.2
ON_LED2_rep4.csv,ON,4,2800001,14000000,10000000.0004063,39.9999999943114,0.2
OFF_LED2_rep4.csv,OFF,4,2800001,14000000,10000000.0004063,39.9999999943114,0.2
