fc_Hz,fc_kHz,score_peak_dB,f_local_Hz,f_local_kHz,score_local_dB,ON_dB,OFF_dB,rep_positivas,rep_3dB,rep_totales,supera_3dB
57363.5101318359,57.3635101318359,1.32884698036406,57363.5101318359,57.3635101318359,1.32884698036406,-134.373236412655,-135.702083393019,2,0,3,0
57506.5612792969,57.5065612792969,0.400675953721939,57363.5101318359,57.3635101318359,1.32884698036406,-134.373236412655,-135.702083393019,2,0,3,0
57649.6124267578,57.6496124267578,0.321066941708021,57506.5612792969,57.5065612792969,0.400675953721939,-134.912640470412,-135.313316424134,1,0,3,0
57792.6635742188,57.7926635742188,0.248586118010309,57649.6124267578,57.6496124267578,0.321066941708021,-134.836053339585,-135.157120281293,2,0,3,0
