fc_ref_kHz,ancho_kHz,fmin_local_kHz,fmax_local_kHz,fc_prom_gen_kHz,fc_prom_val_kHz,criterio_dB,met_val,met_total
45.375,2.5,42.875,47.875,44.9257987879688,45.0981981810474,3,2,3
