punto,metodo,rol_metodo,modo_evaluacion,led_evaluado,tipo_led,f_ref_kHz,f_evaluada_kHz,delta_kHz,semiancho_busqueda_kHz,score_dB,ON_prom_dB,OFF_prom_dB,rep_0dB,rep_3dB,rep_total,criterio_dB,supera_3dB,interpretacion,score_rep1_dB,score_rep2_dB,score_rep3_dB
P3,Multitaper,Complementario,Busqueda local,LED 2,Influencia secundaria esperada,40.623,40.2450561523438,-0.377943847656248,0.7,3.01079780580585,-132.961426510244,-135.97222431605,3,2,3,3,No,Indicio parcial,2.33255632577098,5.96719807768656,6.45804026772535
P3,Multitaper,Complementario,Busqueda local,LED 3,Principal en P3,57.658,57.1727752685547,-0.485224731445314,0.7,4.02785414328172,-132.132848312165,-136.160702455447,3,3,3,3,Si,Confirmado,4.38477384699223,4.97654454729408,4.94916863497392
